GO_ID,GO_Term,Annotated,Significant,Expected,elimKS_pvalue,Ontology
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",5,0,0.23,1.000000e+00,BP
GO:0046839,phospholipid dephosphorylation,10,0,0.47,1.000000e+00,BP
GO:0006887,exocytosis,10,0,0.47,1.000000e+00,BP
GO:0009584,detection of visible light,5,0,0.23,1.000000e+00,BP
GO:0006284,base-excision repair,12,0,0.56,1.000000e+00,BP
GO:0019985,translesion synthesis,6,0,0.28,1.000000e+00,BP
GO:0051382,kinetochore assembly,5,0,0.23,1.000000e+00,BP
GO:0000725,recombinational repair,8,0,0.37,1.000000e+00,BP
GO:0000045,autophagosome assembly,8,0,0.37,1.000000e+00,BP
GO:0031124,mRNA 3'-end processing,8,0,0.37,1.000000e+00,BP
GO:0031125,rRNA 3'-end processing,5,0,0.23,1.000000e+00,BP
GO:0009060,aerobic respiration,14,0,0.65,1.000000e+00,BP
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",11,0,0.51,1.000000e+00,BP
GO:0043648,dicarboxylic acid metabolic process,7,0,0.33,1.000000e+00,BP
GO:0034440,lipid oxidation,17,0,0.79,1.000000e+00,BP
GO:0043039,tRNA aminoacylation,59,0,2.75,1.000000e+00,BP
GO:0008213,protein alkylation,28,0,1.30,1.000000e+00,BP
GO:0007231,osmosensory signaling pathway,5,0,0.23,1.000000e+00,BP
GO:0018193,peptidyl-amino acid modification,69,0,3.21,1.000000e+00,BP
GO:0043543,protein acylation,10,0,0.47,1.000000e+00,BP
GO:0018342,protein prenylation,7,0,0.33,1.000000e+00,BP
GO:0031365,N-terminal protein amino acid modification,12,0,0.56,1.000000e+00,BP
GO:0007008,outer mitochondrial membrane organization,11,0,0.51,1.000000e+00,BP
GO:0000077,DNA damage checkpoint signaling,10,0,0.47,1.000000e+00,BP
GO:0042770,signal transduction in response to DNA damage,10,0,0.47,1.000000e+00,BP
GO:0006301,DNA damage tolerance,7,0,0.33,1.000000e+00,BP
GO:0072583,clathrin-dependent endocytosis,8,0,0.37,1.000000e+00,BP
GO:0070925,organelle assembly,18,0,0.84,1.000000e+00,BP
GO:0022904,respiratory electron transport chain,13,0,0.61,1.000000e+00,BP
GO:0042273,ribosomal large subunit biogenesis,5,0,0.23,1.000000e+00,BP
GO:0031123,RNA 3'-end processing,18,0,0.84,1.000000e+00,BP
GO:0042254,ribosome biogenesis,24,0,1.12,1.000000e+00,BP
GO:0043038,amino acid activation,59,0,2.75,1.000000e+00,BP
GO:0035999,tetrahydrofolate interconversion,6,0,0.28,1.000000e+00,BP
GO:0019752,carboxylic acid metabolic process,31,0,1.44,1.000000e+00,BP
GO:0000422,autophagy of mitochondrion,6,0,0.28,1.000000e+00,BP
GO:0030258,lipid modification,27,0,1.26,1.000000e+00,BP
GO:0071470,cellular response to osmotic stress,5,0,0.23,1.000000e+00,BP
GO:0009583,detection of light stimulus,5,0,0.23,1.000000e+00,BP
GO:0045333,cellular respiration,15,0,0.70,1.000000e+00,BP
GO:0002098,tRNA wobble uridine modification,15,0,0.70,1.000000e+00,BP
GO:0032940,secretion by cell,10,0,0.47,1.000000e+00,BP
GO:0046903,secretion,10,0,0.47,1.000000e+00,BP
GO:0032507,maintenance of protein location in cell,5,0,0.23,1.000000e+00,BP
GO:0002097,tRNA wobble base modification,20,0,0.93,1.000000e+00,BP
GO:0022607,cellular component assembly,18,0,0.84,1.000000e+00,BP
GO:0015980,energy derivation by oxidation of organic compounds,18,0,0.84,1.000000e+00,BP
GO:0006396,RNA processing,192,6,8.94,1.000000e+00,BP
GO:1990456,mitochondrion-endoplasmic reticulum membrane tethering,5,0,0.23,1.000000e+00,BP
GO:0042545,cell wall modification,18,0,0.84,1.000000e+00,BP
GO:0006099,tricarboxylic acid cycle,32,0,1.49,1.000000e+00,BP
GO:0034227,tRNA thio-modification,5,0,0.23,1.000000e+00,BP
GO:0006139,nucleobase-containing compound metabolic process,31,1,1.44,1.000000e+00,BP
GO:0009408,response to heat,8,0,0.37,1.000000e+00,BP
GO:0007131,reciprocal meiotic recombination,8,0,0.37,1.000000e+00,BP
GO:0043436,oxoacid metabolic process,31,0,1.44,1.000000e+00,BP
GO:0006730,one-carbon metabolic process,18,0,0.84,1.000000e+00,BP
GO:0022900,electron transport chain,25,0,1.16,1.000000e+00,BP
GO:0006096,glycolytic process,37,0,1.72,1.000000e+00,BP
GO:0031507,heterochromatin formation,5,0,0.23,1.000000e+00,BP
GO:0031505,fungal-type cell wall organization,10,0,0.47,1.000000e+00,BP
GO:0071214,cellular response to abiotic stimulus,8,0,0.37,1.000000e+00,BP
GO:0006898,receptor-mediated endocytosis,8,0,0.37,1.000000e+00,BP
GO:0009416,response to light stimulus,8,0,0.37,1.000000e+00,BP
GO:0022613,ribonucleoprotein complex biogenesis,33,0,1.54,1.000000e+00,BP
GO:0000387,spliceosomal snRNP assembly,16,0,0.74,1.000000e+00,BP
GO:0006091,generation of precursor metabolites and energy,72,0,3.35,1.000000e+00,BP
GO:0042147,"retrograde transport, endosome to Golgi",14,0,0.65,1.000000e+00,BP
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,14,0,0.65,1.000000e+00,BP
GO:0042026,protein refolding,7,0,0.33,1.000000e+00,BP
GO:0030041,actin filament polymerization,5,0,0.23,1.000000e+00,BP
GO:0032259,methylation,371,16,17.27,1.000000e+00,BP
GO:0071555,cell wall organization,135,2,6.28,1.000000e+00,BP
GO:0030952,establishment or maintenance of cytoskeleton polarity,5,0,0.23,1.000000e+00,BP
GO:0009581,detection of external stimulus,5,0,0.23,1.000000e+00,BP
GO:0009582,detection of abiotic stimulus,5,0,0.23,1.000000e+00,BP
GO:0006970,response to osmotic stress,5,0,0.23,1.000000e+00,BP
GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,7,0,0.33,1.000000e+00,BP
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,7,0,0.33,1.000000e+00,BP
GO:0000154,rRNA modification,6,0,0.28,1.000000e+00,BP
GO:0044085,cellular component biogenesis,33,0,1.54,1.000000e+00,BP
GO:0006400,tRNA modification,32,1,1.49,1.000000e+00,BP
GO:0007266,Rho protein signal transduction,5,0,0.23,1.000000e+00,BP
GO:0097354,prenylation,7,0,0.33,1.000000e+00,BP
GO:0070897,transcription preinitiation complex assembly,5,0,0.23,1.000000e+00,BP
GO:0140527,reciprocal homologous recombination,8,0,0.37,1.000000e+00,BP
GO:0098813,nuclear chromosome segregation,5,0,0.23,1.000000e+00,BP
GO:0051651,maintenance of location in cell,5,0,0.23,1.000000e+00,BP
GO:0043488,regulation of mRNA stability,6,0,0.28,1.000000e+00,BP
GO:0006334,nucleosome assembly,14,0,0.65,1.000000e+00,BP
GO:0006313,DNA transposition,10,0,0.47,1.000000e+00,BP
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",11,0,0.51,1.000000e+00,BP
GO:0001522,pseudouridine synthesis,24,0,1.12,1.000000e+00,BP
GO:0001732,formation of cytoplasmic translation initiation complex,22,0,1.02,1.000000e+00,BP
GO:0009314,response to radiation,8,0,0.37,1.000000e+00,BP
GO:0031145,anaphase-promoting complex-dependent catabolic process,8,0,0.37,1.000000e+00,BP
GO:0009266,response to temperature stimulus,8,0,0.37,1.000000e+00,BP
GO:0104004,cellular response to environmental stimulus,8,0,0.37,1.000000e+00,BP
GO:0045814,"negative regulation of gene expression, epigenetic",5,0,0.23,1.000000e+00,BP
GO:0043487,regulation of RNA stability,6,0,0.28,1.000000e+00,BP
GO:0110156,mRNA methylguanosine-cap decapping,10,0,0.47,1.000000e+00,BP
GO:0140352,export from cell,10,0,0.47,1.000000e+00,BP
GO:0016441,post-transcriptional gene silencing,7,0,0.33,1.000000e+00,BP
GO:0040029,epigenetic regulation of gene expression,5,0,0.23,1.000000e+00,BP
GO:0031122,cytoplasmic microtubule organization,6,0,0.28,1.000000e+00,BP
GO:0006895,Golgi to endosome transport,5,0,0.23,1.000000e+00,BP
GO:0071554,cell wall organization or biogenesis,154,5,7.17,1.000000e+00,BP
GO:0007020,microtubule nucleation,14,0,0.65,1.000000e+00,BP
GO:0000723,telomere maintenance,100,0,4.65,1.000000e+00,BP
GO:0051606,detection of stimulus,5,0,0.23,1.000000e+00,BP
GO:0006384,transcription initiation at RNA polymerase III promoter,12,0,0.56,1.000000e+00,BP
GO:0007064,mitotic sister chromatid cohesion,10,0,0.47,1.000000e+00,BP
GO:0034314,Arp2/3 complex-mediated actin nucleation,10,0,0.47,1.000000e+00,BP
GO:0000956,nuclear-transcribed mRNA catabolic process,39,0,1.82,1.000000e+00,BP
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",6,0,0.28,1.000000e+00,BP
GO:0008608,attachment of spindle microtubules to kinetochore,11,0,0.51,1.000000e+00,BP
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",8,0,0.37,1.000000e+00,BP
GO:0034728,nucleosome organization,14,0,0.65,1.000000e+00,BP
GO:0007051,spindle organization,5,0,0.23,1.000000e+00,BP
GO:0030150,protein import into mitochondrial matrix,8,0,0.37,1.000000e+00,BP
GO:0009628,response to abiotic stimulus,22,0,1.02,1.000000e+00,BP
GO:0006368,transcription elongation by RNA polymerase II,16,0,0.74,1.000000e+00,BP
GO:0009451,RNA modification,60,1,2.79,1.000000e+00,BP
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",12,0,0.56,1.000000e+00,BP
GO:0006265,DNA topological change,7,0,0.33,1.000000e+00,BP
GO:0035825,homologous recombination,8,0,0.37,1.000000e+00,BP
GO:0051235,maintenance of location,5,0,0.23,1.000000e+00,BP
GO:0065004,protein-DNA complex assembly,6,0,0.28,1.000000e+00,BP
GO:0051258,protein polymerization,9,0,0.42,1.000000e+00,BP
GO:0070096,mitochondrial outer membrane translocase complex assembly,5,0,0.23,1.000000e+00,BP
GO:0009605,response to external stimulus,5,0,0.23,1.000000e+00,BP
GO:0022618,protein-RNA complex assembly,47,0,2.19,1.000000e+00,BP
GO:0006354,DNA-templated transcription elongation,16,0,0.74,1.000000e+00,BP
GO:0032200,telomere organization,100,0,4.65,1.000000e+00,BP
GO:7770058,mitochondrial protein import pathway,12,0,0.56,1.000000e+00,BP
GO:0051383,kinetochore organization,5,0,0.23,1.000000e+00,BP
GO:0006338,chromatin remodeling,42,1,1.95,1.000000e+00,BP
GO:0006006,glucose metabolic process,5,0,0.23,1.000000e+00,BP
GO:0007062,sister chromatid cohesion,14,0,0.65,1.000000e+00,BP
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",19,0,0.88,1.000000e+00,BP
GO:0006402,mRNA catabolic process,41,0,1.91,1.000000e+00,BP
GO:0010646,regulation of cell communication,6,0,0.28,1.000000e+00,BP
GO:0006891,intra-Golgi vesicle-mediated transport,7,0,0.33,1.000000e+00,BP
GO:0044205,'de novo' UMP biosynthetic process,13,0,0.61,1.000000e+00,BP
GO:0031570,DNA integrity checkpoint signaling,11,0,0.51,1.000000e+00,BP
GO:0006913,nucleocytoplasmic transport,10,0,0.47,1.000000e+00,BP
GO:0110154,RNA decapping,10,0,0.47,1.000000e+00,BP
GO:0000226,microtubule cytoskeleton organization,27,1,1.26,1.000000e+00,BP
GO:0034553,mitochondrial respiratory chain complex II assembly,6,0,0.28,1.000000e+00,BP
GO:0030490,maturation of SSU-rRNA,14,0,0.65,1.000000e+00,BP
GO:0006285,"base-excision repair, AP site formation",7,0,0.33,1.000000e+00,BP
GO:0000103,sulfate assimilation,6,0,0.28,1.000000e+00,BP
GO:0065003,protein-containing complex assembly,109,3,5.07,1.000000e+00,BP
GO:0000160,phosphorelay signal transduction system,25,0,1.16,1.000000e+00,BP
GO:0006270,DNA replication initiation,17,0,0.79,1.000000e+00,BP
GO:0031929,TOR signaling,9,0,0.42,1.000000e+00,BP
GO:0006353,DNA-templated transcription termination,12,0,0.56,1.000000e+00,BP
GO:0015074,DNA integration,210,3,9.77,1.000000e+00,BP
GO:0009088,L-threonine biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0008154,actin polymerization or depolymerization,6,0,0.28,1.000000e+00,BP
GO:0006355,regulation of DNA-templated transcription,176,6,8.19,1.000000e+00,BP
GO:0045454,cell redox homeostasis,9,0,0.42,1.000000e+00,BP
GO:0000460,maturation of 5.8S rRNA,6,0,0.28,1.000000e+00,BP
GO:0001682,tRNA 5'-leader removal,6,0,0.28,1.000000e+00,BP
GO:0019184,nonribosomal peptide biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,41,0,1.91,1.000000e+00,BP
GO:0032981,mitochondrial respiratory chain complex I assembly,7,0,0.33,1.000000e+00,BP
GO:0031047,regulatory ncRNA-mediated gene silencing,38,1,1.77,1.000000e+00,BP
GO:0006366,transcription by RNA polymerase II,20,0,0.93,1.000000e+00,BP
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,6,0,0.28,1.000000e+00,BP
GO:0045010,actin nucleation,10,0,0.47,1.000000e+00,BP
GO:0006526,L-arginine biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006892,post-Golgi vesicle-mediated transport,10,0,0.47,1.000000e+00,BP
GO:0000470,maturation of LSU-rRNA,8,0,0.37,1.000000e+00,BP
GO:0071103,DNA conformation change,8,0,0.37,1.000000e+00,BP
GO:0046355,mannan catabolic process,18,0,0.84,1.000000e+00,BP
GO:0009085,L-lysine biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0009168,purine ribonucleoside monophosphate biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0043043,peptide biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0030245,cellulose catabolic process,46,1,2.14,1.000000e+00,BP
GO:1990544,mitochondrial ATP transmembrane transport,5,0,0.23,1.000000e+00,BP
GO:0000272,polysaccharide catabolic process,184,5,8.56,1.000000e+00,BP
GO:0051169,nuclear transport,10,0,0.47,1.000000e+00,BP
GO:0009165,nucleotide biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0006222,UMP biosynthetic process,13,0,0.61,1.000000e+00,BP
GO:0006631,fatty acid metabolic process,49,0,2.28,1.000000e+00,BP
GO:0099116,tRNA 5'-end processing,6,0,0.28,1.000000e+00,BP
GO:0042853,L-alanine catabolic process,8,0,0.37,1.000000e+00,BP
GO:0006031,chitin biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0009423,chorismate biosynthetic process,7,0,0.33,1.000000e+00,BP
GO:0032543,mitochondrial translation,9,0,0.42,1.000000e+00,BP
GO:0006665,sphingolipid metabolic process,20,0,0.93,1.000000e+00,BP
GO:0006685,sphingomyelin catabolic process,11,0,0.51,1.000000e+00,BP
GO:0006636,unsaturated fatty acid biosynthetic process,7,0,0.33,1.000000e+00,BP
GO:0071897,DNA biosynthetic process,10,0,0.47,1.000000e+00,BP
GO:0009099,L-valine biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0009395,phospholipid catabolic process,9,0,0.42,1.000000e+00,BP
GO:0023051,regulation of signaling,6,0,0.28,1.000000e+00,BP
GO:0016559,peroxisome fission,6,0,0.28,1.000000e+00,BP
GO:0000245,spliceosomal complex assembly,9,0,0.42,1.000000e+00,BP
GO:0008652,amino acid biosynthetic process,29,0,1.35,1.000000e+00,BP
GO:0006098,pentose-phosphate shunt,10,0,0.47,1.000000e+00,BP
GO:0006839,mitochondrial transport,15,0,0.70,1.000000e+00,BP
GO:0009820,alkaloid metabolic process,21,0,0.98,1.000000e+00,BP
GO:0006826,iron ion transport,28,0,1.30,1.000000e+00,BP
GO:0009082,branched-chain amino acid biosynthetic process,14,0,0.65,1.000000e+00,BP
GO:0140021,mitochondrial ADP transmembrane transport,5,0,0.23,1.000000e+00,BP
GO:0071826,protein-RNA complex organization,48,0,2.23,1.000000e+00,BP
GO:0019318,hexose metabolic process,5,0,0.23,1.000000e+00,BP
GO:0006147,guanine catabolic process,6,0,0.28,1.000000e+00,BP
GO:0009190,cyclic nucleotide biosynthetic process,12,0,0.56,1.000000e+00,BP
GO:0006412,translation,220,4,10.24,1.000000e+00,BP
GO:0000162,L-tryptophan biosynthetic process,6,0,0.28,1.000000e+00,BP
GO:0010468,regulation of gene expression,228,7,10.61,1.000000e+00,BP
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0009067,aspartate family amino acid biosynthetic process,10,0,0.47,1.000000e+00,BP
GO:0006772,thiamine metabolic process,5,0,0.23,1.000000e+00,BP
GO:0006559,L-phenylalanine catabolic process,8,0,0.37,1.000000e+00,BP
GO:0006233,dTDP biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0006646,phosphatidylethanolamine biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006829,zinc ion transport,5,0,0.23,1.000000e+00,BP
GO:0046514,ceramide catabolic process,5,0,0.23,1.000000e+00,BP
GO:0046488,phosphatidylinositol metabolic process,10,0,0.47,1.000000e+00,BP
GO:0019725,cellular homeostasis,10,0,0.47,1.000000e+00,BP
GO:0035556,intracellular signal transduction,223,9,10.38,1.000000e+00,BP
GO:0007094,mitotic spindle assembly checkpoint signaling,5,0,0.23,1.000000e+00,BP
GO:0016070,RNA metabolic process,80,2,3.72,1.000000e+00,BP
GO:0006084,acetyl-CoA metabolic process,5,0,0.23,1.000000e+00,BP
GO:0007010,cytoskeleton organization,7,0,0.33,1.000000e+00,BP
GO:0016052,carbohydrate catabolic process,5,0,0.23,1.000000e+00,BP
GO:0030071,regulation of mitotic metaphase/anaphase transition,5,0,0.23,1.000000e+00,BP
GO:0006351,DNA-templated transcription,235,4,10.94,1.000000e+00,BP
GO:0006744,ubiquinone biosynthetic process,22,0,1.02,1.000000e+00,BP
GO:0007031,peroxisome organization,6,0,0.28,1.000000e+00,BP
GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,6,0,0.28,1.000000e+00,BP
GO:0006886,intracellular protein transport,146,5,6.80,1.000000e+00,BP
GO:0048193,Golgi vesicle transport,79,0,3.68,1.000000e+00,BP
GO:0032366,intracellular sterol transport,6,0,0.28,1.000000e+00,BP
GO:0006094,gluconeogenesis,7,0,0.33,1.000000e+00,BP
GO:0043086,negative regulation of catalytic activity,7,0,0.33,1.000000e+00,BP
GO:0031222,arabinan catabolic process,20,0,0.93,1.000000e+00,BP
GO:0009156,ribonucleoside monophosphate biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0046653,tetrahydrofolate metabolic process,6,0,0.28,1.000000e+00,BP
GO:0007186,G protein-coupled receptor signaling pathway,80,2,3.72,1.000000e+00,BP
GO:0046486,glycerolipid metabolic process,11,0,0.51,1.000000e+00,BP
GO:0009229,thiamine diphosphate biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0015937,coenzyme A biosynthetic process,12,0,0.56,1.000000e+00,BP
GO:0006325,chromatin organization,90,2,4.19,1.000000e+00,BP
GO:0071562,nucleus-vacuole junction assembly,10,0,0.47,1.000000e+00,BP
GO:0045490,pectin catabolic process,59,0,2.75,1.000000e+00,BP
GO:0016998,cell wall macromolecule catabolic process,23,0,1.07,1.000000e+00,BP
GO:0007015,actin filament organization,27,0,1.26,1.000000e+00,BP
GO:0051276,chromosome organization,133,0,6.19,1.000000e+00,BP
GO:0006081,aldehyde metabolic process,9,0,0.42,1.000000e+00,BP
GO:0001678,intracellular glucose homeostasis,10,0,0.47,1.000000e+00,BP
GO:0071824,protein-DNA complex organization,6,0,0.28,1.000000e+00,BP
GO:0006086,pyruvate decarboxylation to acetyl-CoA,8,0,0.37,1.000000e+00,BP
GO:0006399,tRNA metabolic process,59,0,2.75,1.000000e+00,BP
GO:0006751,glutathione catabolic process,5,0,0.23,1.000000e+00,BP
GO:0006801,superoxide metabolic process,13,0,0.61,1.000000e+00,BP
GO:0006862,nucleotide transport,5,0,0.23,1.000000e+00,BP
GO:0000075,cell cycle checkpoint signaling,11,0,0.51,1.000000e+00,BP
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0006032,chitin catabolic process,87,3,4.05,1.000000e+00,BP
GO:0006271,DNA strand elongation involved in DNA replication,13,0,0.61,1.000000e+00,BP
GO:0046854,phosphatidylinositol phosphate biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006007,glucose catabolic process,10,0,0.47,1.000000e+00,BP
GO:0009166,nucleotide catabolic process,9,0,0.42,1.000000e+00,BP
GO:0006166,purine ribonucleoside salvage,10,0,0.47,1.000000e+00,BP
GO:0043933,protein-containing complex organization,111,3,5.17,1.000000e+00,BP
GO:0006541,L-glutamine metabolic process,67,0,3.12,1.000000e+00,BP
GO:0042744,hydrogen peroxide catabolic process,12,0,0.56,1.000000e+00,BP
GO:0019856,pyrimidine nucleobase biosynthetic process,7,0,0.33,1.000000e+00,BP
GO:0008299,isoprenoid biosynthetic process,49,0,2.28,1.000000e+00,BP
GO:0000055,ribosomal large subunit export from nucleus,6,0,0.28,1.000000e+00,BP
GO:0046274,lignin catabolic process,11,0,0.51,1.000000e+00,BP
GO:0046654,tetrahydrofolate biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0046373,L-arabinose metabolic process,29,0,1.35,1.000000e+00,BP
GO:0006790,sulfur compound metabolic process,7,0,0.33,1.000000e+00,BP
GO:0009098,L-leucine biosynthetic process,13,0,0.61,1.000000e+00,BP
GO:0045493,xylan catabolic process,60,0,2.79,1.000000e+00,BP
GO:0009063,amino acid catabolic process,7,0,0.33,1.000000e+00,BP
GO:0010629,negative regulation of gene expression,83,1,3.86,1.000000e+00,BP
GO:0032968,positive regulation of transcription elongation by RNA polymerase II,6,0,0.28,1.000000e+00,BP
GO:0046416,D-amino acid metabolic process,19,0,0.88,1.000000e+00,BP
GO:0033108,mitochondrial respiratory chain complex assembly,14,0,0.65,1.000000e+00,BP
GO:0006177,GMP biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0042176,regulation of protein catabolic process,13,0,0.61,1.000000e+00,BP
GO:0030833,regulation of actin filament polymerization,7,0,0.33,1.000000e+00,BP
GO:0051726,regulation of cell cycle,5,0,0.23,1.000000e+00,BP
GO:0009062,fatty acid catabolic process,18,0,0.84,1.000000e+00,BP
GO:0009253,peptidoglycan catabolic process,5,0,0.23,1.000000e+00,BP
GO:0006633,fatty acid biosynthetic process,84,1,3.91,1.000000e+00,BP
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0007076,mitotic chromosome condensation,8,0,0.37,1.000000e+00,BP
GO:0006171,cAMP biosynthetic process,14,0,0.65,1.000000e+00,BP
GO:0004622,phosphatidylcholine lysophospholipase A1 activity,11,0,0.51,1.000000e+00,MF
GO:0004402,histone acetyltransferase activity,18,0,0.84,1.000000e+00,MF
GO:0120558,lysophospholipase A1 activity,11,0,0.51,1.000000e+00,MF
GO:0061733,protein-lysine-acetyltransferase activity,18,0,0.84,1.000000e+00,MF
GO:0004596,protein-N-terminal amino-acid acetyltransferase activity,5,0,0.23,1.000000e+00,MF
GO:0004535,poly(A)-specific ribonuclease activity,5,0,0.23,1.000000e+00,MF
GO:0004435,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity",11,0,0.51,1.000000e+00,MF
GO:0003968,RNA-directed RNA polymerase activity,26,1,1.21,1.000000e+00,MF
GO:0043139,5'-3' DNA helicase activity,5,0,0.23,1.000000e+00,MF
GO:0004844,uracil DNA N-glycosylase activity,6,0,0.28,1.000000e+00,MF
GO:0004767,sphingomyelin phosphodiesterase activity,12,0,0.56,1.000000e+00,MF
GO:0140938,histone H3 methyltransferase activity,9,0,0.42,1.000000e+00,MF
GO:0004525,ribonuclease III activity,23,0,1.07,1.000000e+00,MF
GO:0016274,protein-arginine N-methyltransferase activity,7,0,0.33,1.000000e+00,MF
GO:0051118,"glucan endo-1,3-alpha-glucosidase activity",21,0,0.98,1.000000e+00,MF
GO:0052654,L-leucine:2-oxoglutarate transaminase activity,5,0,0.23,1.000000e+00,MF
GO:0004534,5'-3' RNA exonuclease activity,7,0,0.33,1.000000e+00,MF
GO:0052656,L-isoleucine:2-oxoglutarate transaminase activity,5,0,0.23,1.000000e+00,MF
GO:0004934,mating-type alpha-factor pheromone receptor activity,22,0,1.02,1.000000e+00,MF
GO:0043138,3'-5' DNA helicase activity,6,0,0.28,1.000000e+00,MF
GO:0052655,L-valine:2-oxoglutarate transaminase activity,5,0,0.23,1.000000e+00,MF
GO:0016985,"mannan endo-1,4-beta-mannosidase activity",18,0,0.84,1.000000e+00,MF
GO:0008821,crossover junction DNA endonuclease activity,25,0,1.16,1.000000e+00,MF
GO:0032574,5'-3' RNA helicase activity,6,0,0.28,1.000000e+00,MF
GO:0004629,C-type glycerophospholipase activity,11,0,0.51,1.000000e+00,MF
GO:0000175,3'-5'-RNA exonuclease activity,13,0,0.61,1.000000e+00,MF
GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,5,0,0.23,1.000000e+00,MF
GO:0140322,A1-type glycerophospholipase activity,11,0,0.51,1.000000e+00,MF
GO:0052692,raffinose alpha-galactosidase activity,10,0,0.47,1.000000e+00,MF
GO:0034212,protein N-acetyltransferase activity,23,0,1.07,1.000000e+00,MF
GO:0003924,GTPase activity,336,9,15.64,1.000000e+00,MF
GO:0004798,dTMP kinase activity,5,0,0.23,1.000000e+00,MF
GO:0004523,RNA-DNA hybrid ribonuclease activity,93,0,4.33,1.000000e+00,MF
GO:0016279,protein-lysine N-methyltransferase activity,20,0,0.93,1.000000e+00,MF
GO:0003899,DNA-directed RNA polymerase activity,28,0,1.30,1.000000e+00,MF
GO:0102545,B-type glycerophospholipase activity,9,0,0.42,1.000000e+00,MF
GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,10,0,0.47,1.000000e+00,MF
GO:0019206,nucleoside kinase activity,5,0,0.23,1.000000e+00,MF
GO:0016895,"DNA exonuclease activity, producing 5'-phosphomonoesters",7,0,0.33,1.000000e+00,MF
GO:0004427,inorganic diphosphate phosphatase activity,5,0,0.23,1.000000e+00,MF
GO:0004396,hexokinase activity,10,0,0.47,1.000000e+00,MF
GO:0008422,beta-glucosidase activity,13,0,0.61,1.000000e+00,MF
GO:0004932,mating-type factor pheromone receptor activity,34,1,1.58,1.000000e+00,MF
GO:0004583,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,5,0,0.23,1.000000e+00,MF
GO:0036318,peptide pheromone receptor activity,32,1,1.49,1.000000e+00,MF
GO:0000009,"alpha-1,6-mannosyltransferase activity",7,0,0.33,1.000000e+00,MF
GO:0043864,indoleacetamide hydrolase activity,11,0,0.51,1.000000e+00,MF
GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",9,0,0.42,1.000000e+00,MF
GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,7,0,0.33,1.000000e+00,MF
GO:0017061,S-methyl-5-thioadenosine phosphorylase activity,5,0,0.23,1.000000e+00,MF
GO:0004557,alpha-galactosidase activity,10,0,0.47,1.000000e+00,MF
GO:0004556,alpha-amylase activity,15,0,0.70,1.000000e+00,MF
GO:0004515,nicotinate-nucleotide adenylyltransferase activity,8,0,0.37,1.000000e+00,MF
GO:0042054,histone methyltransferase activity,9,0,0.42,1.000000e+00,MF
GO:0120570,sphingophospholipase activity,12,0,0.56,1.000000e+00,MF
